UniProt Accession	Ensembl Gene ID	Gene Symbol	
Q9Y3P9	ENSG00000011454	RABGAP1	
Q00059	ENSG00000108064	TFAM	
O75419	ENSG00000093009	CDC45	
Q96MX0	ENSG00000140931	CMTM3	
Q9BTE6	ENSG00000108825; ENSG00000266967	AARSD1	
Q07065	ENSG00000136026	CKAP4	
O14607	ENSG00000183878	UTY	
Q5TC12	ENSG00000123472	ATPAF1	
O94876	ENSG00000172765	TMCC1	
Q12778	ENSG00000150907	FOXO1	
Q9BQC6	ENSG00000173141	MRPL57	
O75351	ENSG00000119541	VPS4B	
P41218	ENSG00000163563	MNDA	
Q9NRH3	ENSG00000037042	TUBG2	
P43320	ENSG00000244752	CRYBB2	
Q6B0B8	ENSG00000173825	TIGD3	
Q9BU20	ENSG00000132881	CPLANE2	
Q9Y5G0	ENSG00000276547	PCDHGB5	
O15496	ENSG00000276870; ENSG00000069764	PLA2G10	
Q9UI32	ENSG00000135423	GLS2	
P16415	ENSG00000197933	ZNF823	
Q70CQ3	ENSG00000135093	USP30	
P48549	ENSG00000162989	KCNJ3	
Q9NZB8	ENSG00000124615	MOCS1	
Q8NC24	ENSG00000164620	RELL2	
Q9UGP4	ENSG00000144791	LIMD1	
A1Z1Q3	ENSG00000172264	MACROD2	
Q8NHU0	ENSG00000269096	CT45A3	
Q9GZN7	ENSG00000067836	ROGDI	
Q8NGN7	-	OR10D4P	
P58005	ENSG00000149212	SESN3	
Q92541	ENSG00000137815	RTF1	
Q7Z3Z0	ENSG00000204897	KRT25	
Q96E14	ENSG00000175643	RMI2	
P07741	ENSG00000198931	APRT	
P50222	ENSG00000106511	MEOX2	
Q6ICG8	ENSG00000183066	WBP2NL	
Q02156	ENSG00000171132	PRKCE	
Q8NC74	ENSG00000130701	RBBP8NL	
Q9NZC9	ENSG00000138375	SMARCAL1	
A4D1F6	ENSG00000240720	LRRD1	
Q9P2Y5	ENSG00000198382	UVRAG	
Q6DN72	ENSG00000181036	FCRL6	
O75764	ENSG00000282941; ENSG00000204219	TCEA3	
P48595	ENSG00000242550	SERPINB10	
P23511	ENSG00000001167	NFYA	
Q9BYG8	ENSG00000285114; ENSG00000147697	GSDMC	
Q8NHS2	ENSG00000169154	GOT1L1	
Q9NRM0	ENSG00000109667	SLC2A9	
Q7Z3B4	ENSG00000138750	NUP54	
P78543	ENSG00000159388	BTG2	
Q09470	ENSG00000111262	KCNA1	
Q8WW18	ENSG00000270806	C17orf50	
P11488	ENSG00000114349	GNAT1	
Q6TDP4	ENSG00000187961	KLHL17	
D6REC4	ENSG00000206113	CFAP99	
P42685	ENSG00000111816	FRK	
Q56VL3	ENSG00000145247	OCIAD2	
P24462	ENSG00000160870; ENSG00000282301	CYP3A7	
Q9Y227	ENSG00000197217	ENTPD4	
Q96DW6	ENSG00000144659	SLC25A38	
Q8NDC0	ENSG00000168175	MAPK1IP1L	
Q9NSK0	ENSG00000137171	KLC4	
H0Y354	ENSG00000263513	FAM72C	
Q8N6P7	ENSG00000142677	IL22RA1	
P17035	ENSG00000198538	ZNF28	
O75925	ENSG00000033800	PIAS1	
Q9BYP8	ENSG00000263341; ENSG00000186860	KRTAP17-1	
Q8NHP8	ENSG00000151176	PLBD2	
Q9NX20	ENSG00000166902	MRPL16	
Q5VZM2	ENSG00000083750	RRAGB	
Q96MX3	ENSG00000180035	ZNF48	
Q14031	ENSG00000197565	COL4A6	
O75808	ENSG00000282214; ENSG00000103326	CAPN15	
P26006	ENSG00000005884	ITGA3	
Q495C1	ENSG00000178222	RNF212	
Q9HBX8	ENSG00000133067	LGR6	
P56199	ENSG00000213949	ITGA1	
P10323	ENSG00000283539; ENSG00000100312	ACR	
Q9UMX5	ENSG00000117691	NENF	
Q9UJK0	ENSG00000007520	TSR3	
Q8TBE3	ENSG00000172568	FNDC9	
Q9NZ63	ENSG00000136819	C9orf78	
Q8NGI9	ENSG00000172324	OR5A2	
Q9Y4X1	ENSG00000271271; ENSG00000173610	UGT2A1	
P55211	ENSG00000132906	CASP9	
Q2L4Q9	ENSG00000151006	PRSS53	
O75771	ENSG00000185379	RAD51D	
P52597	ENSG00000169813	HNRNPF	
O43772	ENSG00000178537	SLC25A20	
P61247	ENSG00000145425	RPS3A	
Q66K41	ENSG00000187595	ZNF385C	
Q6IS14	ENSG00000253626	EIF5AL1	
Q9Y2A4	ENSG00000180855	ZNF443	
Q8TEP8	ENSG00000101639	CEP192	
P49767	ENSG00000150630	VEGFC	
Q9UER7	ENSG00000231617; ENSG00000206279; ENSG00000229396; ENSG00000204209; ENSG00000227046; ENSG00000206206	DAXX	
Q8IYS0	ENSG00000178075	GRAMD1C	
Q9Y657	ENSG00000106723	SPIN1	
O94856	ENSG00000163531	NFASC	
Q9Y587	ENSG00000100478	AP4S1	
P0C628	-	OR5AC1	
A8MT69	ENSG00000169689	CENPX	
P18564	ENSG00000115221	ITGB6	
P0C7P3	ENSG00000236320	SLFN14	
P26717	ENSG00000205809	KLRC2	
P00709	ENSG00000167531	LALBA	
P60370	ENSG00000241123	KRTAP10-5	
A6NI73	ENSG00000278355; ENSG00000274914; ENSG00000275404; ENSG00000274113; ENSG00000187116	LILRA5	
Q8N7Q3	ENSG00000276219; ENSG00000196109	ZNF676	
Q8NDZ6	ENSG00000164180	TMEM161B	
O75462	ENSG00000006016	CRLF1	
Q6Q6R5	ENSG00000146215	CRIP3	
A8MUH7	-	PDZK1P1	
Q8WUR7	ENSG00000169609	C15orf40	
P60568	ENSG00000109471	IL2	
Q16798	ENSG00000151376	ME3	
Q6UWL6	ENSG00000126259	KIRREL2	
P0DPI2	ENSG00000160221	GATD3A	
A6NM45	ENSG00000185758	CLDN24	
Q9HBL6	ENSG00000144771	LRTM1	
Q6ZN66	ENSG00000183347	GBP6	
P50897	ENSG00000131238	PPT1	
Q9Y3E2	ENSG00000178096	BOLA1	
A4UGR9	ENSG00000163092	XIRP2	
O15372	ENSG00000147677	EIF3H	
P0C7V8	ENSG00000189186	DCAF8L2	
Q3KNS1	ENSG00000276595; ENSG00000182077	PTCHD3	
Q96LK8	ENSG00000184361	SPATA32	
Q8NA77	ENSG00000182459	TEX19	
B3EWG5	ENSG00000189090; ENSG00000276430; ENSG00000188100	FAM25C	
P40225	ENSG00000090534	THPO	
Q6ZMI0	ENSG00000162869	PPP1R21	
P08588	ENSG00000043591	ADRB1	
P11279	ENSG00000185896	LAMP1	
P08651	ENSG00000141905	NFIC	
Q92747	ENSG00000241685	ARPC1A	
P12724	ENSG00000169397	RNASE3	
Q13439	ENSG00000144674	GOLGA4	
O75023	ENSG00000274311; ENSG00000273991; ENSG00000277414; ENSG00000105609; ENSG00000278437	LILRB5	
Q8TDI0	ENSG00000116254	CHD5	
Q92616	ENSG00000089154	GCN1	
Q9NRY4	ENSG00000160007	ARHGAP35	
Q8N485	ENSG00000145721	LIX1	
Q9H6N6	-	MYH16	
Q8WW43	ENSG00000138613	APH1B	
Q9BTE3	ENSG00000197771	MCMBP	
P01721	-	IGLV6-57	
Q13257	ENSG00000164109	MAD2L1	
Q08999	ENSG00000103479	RBL2	
Q8NA29	ENSG00000168389	MFSD2A	
Q06416	ENSG00000212993	POU5F1B	
P62891	ENSG00000198918	RPL39	
Q9UJA5	ENSG00000089195	TRMT6	
P55197	ENSG00000078403	MLLT10	
Q8NGC7	ENSG00000176219	OR11H6	
P13378	ENSG00000175879	HOXD8	
Q92876	ENSG00000167755	KLK6	
Q8IWF7	ENSG00000229547	UBE2DNL	
A8MTZ0	ENSG00000214413	BBIP1	
Q9Y3M8	ENSG00000133121	STARD13	
B2RXH4	ENSG00000233436	BTBD18	
Q8IZP2	-	ST13P4	
Q7KZN9	ENSG00000014919	COX15	
P34897	ENSG00000182199	SHMT2	
P0CL84	-	STAG3L2	
O00488	ENSG00000142684	ZNF593	
P58317	ENSG00000197961	ZNF121	
Q8NGY2	ENSG00000196171	OR6K2	
Q63HN1	-	FAM205BP	
Q8N3Z6	ENSG00000147905	ZCCHC7	
Q8NBH2	ENSG00000174611	KY	
O75317	ENSG00000152484	USP12	
Q8N9K5	ENSG00000196357	ZNF565	
Q16853	ENSG00000131471	AOC3	
O15466	ENSG00000101638	ST8SIA5	
Q9UGC7	ENSG00000112031	MTRF1L	
Q96BW9	ENSG00000279643; ENSG00000144559	TAMM41	
Q96EK7	ENSG00000112584; ENSG00000275333	FAM120B	
O43763	ENSG00000115297	TLX2	
P54108	ENSG00000096006	CRISP3	
Q96GJ1	ENSG00000188917	TRMT2B	
Q01151	ENSG00000112149	CD83	
Q96PP8	ENSG00000154451	GBP5	
Q14159	ENSG00000164808	SPIDR	
Q5VUD6	ENSG00000165716	DIPK1B	
Q8NI17	ENSG00000164509	IL31RA	
Q96S19	ENSG00000130731	METTL26	
Q33E94	ENSG00000111783	RFX4	
Q9Y4E6	ENSG00000091157	WDR7	
Q9UKK9	ENSG00000165609	NUDT5	
P16234	ENSG00000134853	PDGFRA	
Q5KSL6	ENSG00000274588	DGKK	
Q9ULB1	ENSG00000179915	NRXN1	
Q8NDX5	ENSG00000173889	PHC3	
Q92888	ENSG00000076928	ARHGEF1	
Q9Y4F5	ENSG00000099814	CEP170B	
Q5DJT8	ENSG00000270946; ENSG00000278085; ENSG00000271449	CT45A2	
Q9ULR0	ENSG00000261796; ENSG00000240682	ISY1	
Q96HW7	ENSG00000149262	INTS4	
O15259	ENSG00000144061	NPHP1	
Q9BYR2	ENSG00000198271	KRTAP4-5	
Q6VN20	ENSG00000141084	RANBP10	
Q9NVM4	ENSG00000132600	PRMT7	
P49901	ENSG00000163206	SMCP	
Q8N1L9	ENSG00000168062	BATF2	
Q6ZSK4	ENSG00000224795	NTM-AS1	
Q9NRI7	ENSG00000265060	PPY2P	
A6NHN0	ENSG00000182447	OTOL1	
Q86VR8	ENSG00000179431	FJX1	
Q8IYI8	ENSG00000171295	ZNF440	
P01860	-	IGHG3	
P0C7Q2	ENSG00000254636	ARMS2	
Q8NCJ5	ENSG00000167778	SPRYD3	
Q9UDX3	ENSG00000133488	SEC14L4	
Q8IYP2	ENSG00000276785; ENSG00000258223	PRSS58	
Q9BTT4	ENSG00000133398	MED10	
Q16621	ENSG00000123405	NFE2	
Q9H000	ENSG00000075975	MKRN2	
Q5TYW2	ENSG00000260691	ANKRD20A1	
Q8IVE3	ENSG00000152527	PLEKHH2	
P07197	ENSG00000104722	NEFM	
Q6ZUA9	ENSG00000226807; ENSG00000282181	MROH5	
Q96PM5	ENSG00000163743	RCHY1	
Q9H5Q4	ENSG00000162851	TFB2M	
Q9BXJ7	ENSG00000166126	AMN	
Q9UBH0	ENSG00000136695	IL36RN	
Q5W0B1	ENSG00000152193	RNF219	
Q9BT17	ENSG00000148824	MTG1	
Q8TAI1	ENSG00000176912	TYMSOS	
O15062	ENSG00000168795	ZBTB5	
Q15973	ENSG00000196418	ZNF124	
Q6ZNG2	ENSG00000185610	DBX2	
Q9NT22	ENSG00000183798	EMILIN3	
Q9BX84	ENSG00000119121	TRPM6	
Q75WM6	ENSG00000187166	H1FNT	
P15918	ENSG00000166349	RAG1	
Q6ZN19	ENSG00000197608	ZNF841	
P01705	-	IGLV2-23	
O75947	ENSG00000167863	ATP5PD	
O15213	ENSG00000204221; ENSG00000226916; ENSG00000236222; ENSG00000206284; ENSG00000227057	WDR46	
Q969D9	ENSG00000145777	TSLP	
Q0P6D6	ENSG00000149548	CCDC15	
Q9NPF8	ENSG00000184060	ADAP2	
P08151	ENSG00000111087	GLI1	
Q01814	ENSG00000157087	ATP2B2	
Q9NR64	ENSG00000150361	KLHL1	
Q8WWQ8	ENSG00000136011	STAB2	
Q8WWW0	ENSG00000266094	RASSF5	
Q15438	ENSG00000108669	CYTH1	
Q6UXS0	ENSG00000261210	CLEC19A	
O95562	ENSG00000213064	SFT2D2	
O94955	ENSG00000164292	RHOBTB3	
P83436	ENSG00000168434	COG7	
Q9BZ98	ENSG00000237048	TTTY12	
Q9UHC7	ENSG00000133606	MKRN1	
P56378	ENSG00000156411	MP68	
Q969X6	ENSG00000262788; ENSG00000141076	UTP4	
P26038	ENSG00000147065	MSN	
C9JI98	ENSG00000233493	TMEM238	
P55064	ENSG00000161798	AQP5	
Q5VU43	ENSG00000178104	PDE4DIP	
Q15170	ENSG00000172465	TCEAL1	
P83369	ENSG00000155858	LSM11	
Q8N428	ENSG00000100626	GALNT16	
Q9BYE2	ENSG00000137747	TMPRSS13	
P26639	ENSG00000113407	TARS	
Q13015	ENSG00000213190	MLLT11	
Q14CN4	ENSG00000170486	KRT72	
O00230	ENSG00000241563	CORT	
P56747	ENSG00000184697	CLDN6	
P22681	ENSG00000110395	CBL	
P06733	ENSG00000074800	ENO1	
Q96K17	ENSG00000134717	BTF3L4	
Q9H3T2	ENSG00000143434	SEMA6C	
Q86W26	ENSG00000182261; ENSG00000281166; ENSG00000276780	NLRP10	
Q86UN3	ENSG00000186907	RTN4RL2	
O94900	ENSG00000198846	TOX	
O60930	ENSG00000171865	RNASEH1	
P13489	ENSG00000023191; ENSG00000276230	RNH1	
P61970	ENSG00000102898	NUTF2	
H0YL09	ENSG00000259511	UBE2Q2L	
Q6ZTQ3	ENSG00000169435	RASSF6	
Q7Z4H3	ENSG00000111906	HDDC2	
P07203	ENSG00000233276	GPX1	
P10244	ENSG00000101057	MYBL2	
O75694	ENSG00000113569	NUP155	
Q8IY67	ENSG00000161847	RAVER1	
O43815	ENSG00000115808	STRN	
Q8IWF2	ENSG00000100350	FOXRED2	
C9JJH3	ENSG00000231396	USP17L10	
P04808	ENSG00000107018; ENSG00000107014	RLN1	
Q9ULK2	ENSG00000146776	ATXN7L1	
Q13564	ENSG00000159593	NAE1	
Q8TDR2	ENSG00000125834	STK35	
Q8NH95	-	OR13C6P	
P0C0E4	ENSG00000102128	RAB40AL	
A8MYZ6	ENSG00000204060; ENSG00000281518	FOXO6	
P01210	ENSG00000181195	PENK	
Q9BYR9	ENSG00000262862; ENSG00000212724; ENSG00000263091; ENSG00000213417	KRTAP2-4	
Q5T749	ENSG00000203786	KPRP	
Q8IWX5	ENSG00000163082	SGPP2	
Q14865	ENSG00000150347	ARID5B	
Q8WW36	ENSG00000187969	ZCCHC13	
Q96T60	ENSG00000039650	PNKP	
B9A064	ENSG00000254709	IGLL5	
Q9UD71	ENSG00000131771	PPP1R1B	
Q9BWW9	ENSG00000128313; ENSG00000277390	APOL5	
Q9BXP8	ENSG00000116183	PAPPA2	
Q9H0C8	ENSG00000132323	ILKAP	
Q9ULX7	ENSG00000118298	CA14	
A4D1Z8	ENSG00000275572	GRIFIN	
Q6ZTI6	ENSG00000178882	RFLNA	
Q86SE9	ENSG00000180628	PCGF5	
P47869	ENSG00000151834	GABRA2	
Q8NH90	ENSG00000181273	OR5AK2	
P02768	ENSG00000163631	ALB	
P43629	ENSG00000275545; ENSG00000275786; ENSG00000278368; ENSG00000278079; ENSG00000167633; ENSG00000275659; ENSG00000276329; ENSG00000276379; ENSG00000274948; ENSG00000274146; ENSG00000273775; ENSG00000275288; ENSG00000275486; ENSG00000278856; ENSG00000276501; ENSG00000283731; ENSG00000277272; ENSG00000283954; ENSG00000283827; ENSG00000276423; ENSG00000274920; ENSG00000278427; ENSG00000283729; ENSG00000284093; ENSG00000274036; ENSG00000277175; ENSG00000275717; ENSG00000273518; ENSG00000284589; ENSG00000284342; ENSG00000284426; ENSG00000284177	KIR3DL1	
Q9UBL3	ENSG00000129691	ASH2L	
P0DP74	ENSG00000233050; ENSG00000232948; ENSG00000285249	DEFB130A	
Q9H2Y9	ENSG00000137571	SLCO5A1	
Q8WVT3	ENSG00000171853; ENSG00000274891	TRAPPC12	
Q9NQG5	ENSG00000101413	RPRD1B	
P48444	ENSG00000095139	ARCN1	
Q86SQ9	ENSG00000117682	DHDDS	
Q86SU0	ENSG00000145103	ILDR1	
P46089	ENSG00000181773	GPR3	
P56134	ENSG00000241468	ATP5MF	
Q9H6Q3	ENSG00000101082	SLA2	
Q7L1W4	ENSG00000171492	LRRC8D	
Q9GZW8	ENSG00000166927	MS4A7	
Q9H1Y3	ENSG00000054277	OPN3	
Q8NGV0	ENSG00000174339	OR2Y1	
Q13425	ENSG00000168807; ENSG00000260873	SNTB2	
Q8TE96	ENSG00000144045	DQX1	
Q8IYX4	ENSG00000256453	DND1	
P14091	ENSG00000196188	CTSE	
P0C5K7	ENSG00000225362	CT62	
Q96EA4	ENSG00000040275	SPDL1	
Q96ND8	ENSG00000198440	ZNF583	
Q5VT66	ENSG00000186205	MARC1	
P56381	ENSG00000124172	ATP5F1E	
O75582	ENSG00000100784	RPS6KA5	
A6NJ88	-	SAGE2P	
Q02809	ENSG00000083444	PLOD1	
Q9Y6D9	ENSG00000002822	MAD1L1	
P57082	ENSG00000121075	TBX4	
O60683	ENSG00000157911	PEX10	
Q8NDI1	ENSG00000115504	EHBP1	
Q8NGX1	ENSG00000183310	OR2T34	
Q8TF63	ENSG00000251380	DCANP1	
Q6ZRS4	ENSG00000180347	ITPRID1	
Q9Y462	ENSG00000147180	ZNF711	
Q9BW04	ENSG00000182795	SARG	
Q5VY80	ENSG00000155918	RAET1L	
Q2M3W8	ENSG00000197841	ZNF181	
O00231	ENSG00000108671	PSMD11	
Q9H3T3	ENSG00000167680	SEMA6B	
Q9BXS9	ENSG00000225697	SLC26A6	
Q6UX65	ENSG00000156171	DRAM2	
O43854	ENSG00000164176	EDIL3	
Q9BZE7	ENSG00000128346	C22orf23	
Q9H6S1	ENSG00000163512	AZI2	
P43363	ENSG00000124260	MAGEA10	
Q5VZK9	ENSG00000079691	CARMIL1	
P49914	ENSG00000136371	MTHFS	
P02808	ENSG00000282891; ENSG00000126549	STATH	
O75197	ENSG00000162337	LRP5	
Q9H3R5	ENSG00000153044	CENPH	
Q96GQ5	ENSG00000140688	C16orf58	
Q8N9H8	ENSG00000187609	EXD3	
P38646	ENSG00000113013	HSPA9	
Q12912	ENSG00000118308	LRMP	
P62714	ENSG00000104695	PPP2CB	
Q96M63	ENSG00000105479	CCDC114	
Q9BYM8	ENSG00000125826	RBCK1	
P62266	ENSG00000186468	RPS23	
Q8IWA4	ENSG00000171109	MFN1	
O75914	ENSG00000077264	PAK3	
O15296	ENSG00000179593	ALOX15B	
Q6FIF0	ENSG00000086666	ZFAND6	
Q8NG41	ENSG00000183979	NPB	
Q5T9L3	ENSG00000116729	WLS	
Q96A57	ENSG00000089063	TMEM230	
Q13214	ENSG00000012171	SEMA3B	
O00327	ENSG00000133794	ARNTL	
Q68CQ1	ENSG00000184313	MROH7	
Q86XR5	ENSG00000274089; ENSG00000175785	PRIMA1	
Q5I0X4	ENSG00000221821	C6orf226	
Q86W33	ENSG00000163870	TPRA1	
Q8WVF1	ENSG00000116885	OSCP1	
Q5T280	ENSG00000198917	SPOUT1	
Q8TF39	ENSG00000173258	ZNF483	
P61812	ENSG00000092969	TGFB2	
P0CAT3	ENSG00000236311	TLX1NB	
Q86UY6	ENSG00000110583	NAA40	
Q96DA0	ENSG00000283056; ENSG00000162078	ZG16B	
P0C843	ENSG00000283945	LINC00032	
Q96PM9	ENSG00000161642	ZNF385A	
O43463	ENSG00000101945	SUV39H1	
Q01101	ENSG00000173404	INSM1	
Q1A5X6	ENSG00000214216	IQCJ	
Q5VSG8	ENSG00000185090	MANEAL	
O14813	ENSG00000165462	PHOX2A	
Q6ZMW2	ENSG00000196597	ZNF782	
Q8IZ83	ENSG00000161618	ALDH16A1	
O76054	ENSG00000100003	SEC14L2	
P0DPB3	ENSG00000283154; ENSG00000151967	SCHIP1	
O43759	ENSG00000100321	SYNGR1	
Q16696	ENSG00000197838	CYP2A13	
Q92581	ENSG00000198689	SLC9A6	
P85037	ENSG00000164916	FOXK1	
O43237	ENSG00000135720	DYNC1LI2	
P35326	ENSG00000241794	SPRR2A	
A0A0B4J2F2	ENSG00000275993	SIK1B	
Q96A00	ENSG00000167641	PPP1R14A	
Q8IWZ5	ENSG00000155890	TRIM42	
Q13470	ENSG00000283781; ENSG00000174292	TNK1	
W5XKT8	ENSG00000182310	SPACA6	
Q96B42	ENSG00000151353	TMEM18	
Q8IV61	ENSG00000152689	RASGRP3	
P13497	ENSG00000168487	BMP1	
Q96PE5	ENSG00000197430	OPALIN	
O60216	ENSG00000164754	RAD21	
Q9UPY8	ENSG00000084764	MAPRE3	
P60412	ENSG00000243489	KRTAP10-11	
P62633	ENSG00000169714	CNBP	
Q70SY1	ENSG00000182158	CREB3L2	
P15907	ENSG00000073849	ST6GAL1	
O94966	ENSG00000172046	USP19	
P60606	ENSG00000178531	CTXN1	
Q9BZI1	ENSG00000170561	IRX2	
Q8NHY3	ENSG00000270765	GAS2L2	
Q9H579	ENSG00000101353	MROH8	
Q96EN9	ENSG00000006015	REX1BD	
Q8TC20	ENSG00000164304	CAGE1	
O43909	ENSG00000012232	EXTL3	
Q9H2L4	ENSG00000135211	TMEM60	
Q8NGS5	ENSG00000148136	OR13C4	
O95045	ENSG00000007001	UPP2	
Q03395	ENSG00000149489	ROM1	
Q9Y4E1	ENSG00000172661	WASHC2C	
Q9BUK0	ENSG00000170791	CHCHD7	
Q4VXA5	ENSG00000135314	KHDC1	
P0CG36	ENSG00000152093	CFC1B	
P30281	ENSG00000112576	CCND3	
P01189	ENSG00000115138	POMC	
Q96PB1	ENSG00000127995	CASD1	
Q8NGC9	ENSG00000176198	OR11H4	
P16050	ENSG00000161905	ALOX15	
Q9Y4C2	ENSG00000198420	TCAF1	
P07948	ENSG00000254087	LYN	
O00468	ENSG00000188157	AGRN	
P01909	ENSG00000206305; ENSG00000225103; ENSG00000232062; ENSG00000231526; ENSG00000231823; ENSG00000228284; ENSG00000236418; ENSG00000225890; ENSG00000233192; ENSG00000257473; ENSG00000237541; ENSG00000206301; ENSG00000196735; ENSG00000223793	HLA-DQA1	
P0C7T7	ENSG00000273888	FRMD6-AS1	
Q7L775	ENSG00000178567	EPM2AIP1	
D6RF30	ENSG00000261247; ENSG00000284076; ENSG00000249931	GOLGA8K	
P51513	ENSG00000139910	NOVA1	
Q9NRH1	ENSG00000241127	YAE1	
A8MWE9	ENSG00000215529	EFCAB8	
P09488	ENSG00000134184	GSTM1	
Q14498	ENSG00000131051	RBM39	
Q8N1I0	ENSG00000128512	DOCK4	
Q7M4L6	ENSG00000138606	SHF	
Q8WZA2	ENSG00000091428	RAPGEF4	
P28360	ENSG00000163132	MSX1	
Q8TAV0	ENSG00000009780	FAM76A	
Q8WZA9	ENSG00000167378	IRGQ	
Q6NT46	ENSG00000189064	GAGE2A	
Q96K58	ENSG00000167394	ZNF668	
Q13451	ENSG00000096060	FKBP5	
Q9HCY8	ENSG00000189334	S100A14	
P40197	ENSG00000178732	GP5	
Q9H8Y1	ENSG00000133980	VRTN	
Q16281	ENSG00000144191	CNGA3	
A6NN73	ENSG00000181984	GOLGA8CP	
Q99547	ENSG00000135698	MPHOSPH6	
Q9NZW5	ENSG00000105926	MPP6	
Q24JP5	ENSG00000006118	TMEM132A	
Q15007	ENSG00000146457	WTAP	
Q8NE63	ENSG00000160396	HIPK4	
Q96CT7	ENSG00000007080	CCDC124	
P10826	ENSG00000077092	RARB	
P22792	ENSG00000178772	CPN2	
Q00872	ENSG00000196091	MYBPC1	
O00329	ENSG00000171608	PIK3CD	
P63104	ENSG00000164924	YWHAZ	
Q8WZ60	ENSG00000172578	KLHL6	
Q9GZS0	ENSG00000171595	DNAI2	
Q9UHB7	ENSG00000072364	AFF4	
P60900	ENSG00000100902	PSMA6	
Q13033	ENSG00000196792	STRN3	
Q15545	ENSG00000178913	TAF7	
P49223	ENSG00000101446	SPINT3	
Q6ZP65	ENSG00000135127	BICDL1	
A6NFU0	ENSG00000214447	FAM187A	
Q96T58	ENSG00000065526	SPEN	
Q9H3P7	ENSG00000182827	ACBD3	
Q6NVY1	ENSG00000198130	HIBCH	
Q9C0B0	ENSG00000132478	UNK	
Q9BRP7	ENSG00000255561	FDXACB1	
Q9HCL3	ENSG00000142065	ZFP14	
O75448	ENSG00000008838	MED24	
Q7RTT5	ENSG00000187754	SSX7	
Q9BQ13	ENSG00000151364	KCTD14	
P24311	ENSG00000131174	COX7B	
O14974	ENSG00000058272	PPP1R12A	
Q99218	ENSG00000099721; ENSG00000125363	AMELY	
Q16864	ENSG00000128524	ATP6V1F	
Q7Z6L1	ENSG00000205356	TECPR1	
P48200	ENSG00000136381	IREB2	
Q96HP0	ENSG00000130158	DOCK6	
Q6PIL6	ENSG00000281758; ENSG00000185774	KCNIP4	
Q9H9Y6	ENSG00000125630	POLR1B	
O75783	ENSG00000103269	RHBDL1	
Q86UP0	ENSG00000139880	CDH24	
P50876	ENSG00000151692	RNF144A	
P80365	ENSG00000176387	HSD11B2	
Q15811	ENSG00000205726	ITSN1	
Q6NX49	ENSG00000198131	ZNF544	
Q9UJS0	ENSG00000004864	SLC25A13	
Q13822	ENSG00000136960	ENPP2	
P01011	ENSG00000196136	SERPINA3	
O75881	ENSG00000172817	CYP7B1	
P02675	ENSG00000171564	FGB	
Q86VZ5	ENSG00000198964	SGMS1	
Q6W349	ENSG00000231782	LINC00575	
Q9BXR5	ENSG00000174123	TLR10	
Q8NHM5	ENSG00000089094	KDM2B	
P20061	ENSG00000134827	TCN1	
P09923	ENSG00000163295	ALPI	
A9Z1Z3	ENSG00000088340	FER1L4	
P06744	ENSG00000282019; ENSG00000105220	GPI	
P35348	ENSG00000120907	ADRA1A	
A6NK59	ENSG00000239388	ASB14	
Q9P1F3	ENSG00000146386	ABRACL	
Q9H981	ENSG00000113812	ACTR8	
P51681	ENSG00000160791	CCR5	
A0A075B6Y9	-	TRAJ42	
P31431	ENSG00000124145	SDC4	
O43157	ENSG00000164050	PLXNB1	
P0DPD8	ENSG00000145194; ENSG00000284917	EEF1AKMT4-ECE2	
Q9H336	ENSG00000121005	CRISPLD1	
Q17RN3	ENSG00000130244	FAM98C	
Q53GS7	ENSG00000119392	GLE1	
Q9C0C7	ENSG00000110497	AMBRA1	
P41594	ENSG00000168959	GRM5	
Q5T481	ENSG00000203867	RBM20	
Q6DN90	ENSG00000144711	IQSEC1	
A6NN14	ENSG00000196350; ENSG00000279552	ZNF729	
Q16698	ENSG00000104325	DECR1	
Q96AJ1	ENSG00000103351	CLUAP1	
Q99742	ENSG00000130751	NPAS1	
A8MRT5	ENSG00000243716; ENSG00000284218	NPIPB5	
Q96PV4	ENSG00000198883	PNMA5	
Q9NXK8	ENSG00000127452	FBXL12	
P08754	ENSG00000065135	GNAI3	
P53672	ENSG00000163499	CRYBA2	
Q13133	ENSG00000025434	NR1H3	
Q9H1A4	ENSG00000153107	ANAPC1	
O60477	ENSG00000078725	BRINP1	
Q14CX5	ENSG00000138111	MFSD13A	
Q9NQE9	ENSG00000111911	HINT3	
P0DPA3	ENSG00000256029	SNHG28	
Q6ZR52	ENSG00000196268	ZNF493	
Q8NFU0	ENSG00000142959	BEST4	
Q8IVJ1	ENSG00000133065	SLC41A1	
O15400	ENSG00000079950	STX7	
Q9BS34	ENSG00000277462	ZNF670	
Q9NR12	ENSG00000196923	PDLIM7	
Q9NQL2	ENSG00000025039	RRAGD	
Q92956	ENSG00000273936; ENSG00000157873	TNFRSF14	
Q96G97	ENSG00000168000	BSCL2	
Q96EI5	ENSG00000133142	TCEAL4	
Q9C0D5	ENSG00000115183	TANC1	
Q8N9V6	ENSG00000144031	ANKRD53	
Q8WTS6	ENSG00000145391	SETD7	
P19021	ENSG00000145730	PAM	
Q9Y490	ENSG00000137076	TLN1	
Q8TF42	ENSG00000154127	UBASH3B	
P78396	ENSG00000133101	CCNA1	
Q6ZT77	-	ZNF826P	
P48740	ENSG00000127241	MASP1	
Q6P587	ENSG00000180185	FAHD1	
P25105	ENSG00000169403	PTAFR	
Q8IU53	ENSG00000177640	CASC2	
